Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type;Standard Text Value;Value
CHEMBL2005828;;None;359.39;0;apr.42;SID103904329;Cc1ccc(NC(=O)Nc2ccc(-c3coc4ncnc(N)c34)cc2)cc1;Ki;'=';398.11;nM;jun.40;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;6.apr
CHEMBL1990496;;None;461.57;0;apr.64;SID103905562;Cn1c(NCC(N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O;Ki;'=';199.53;nM;jun.70;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;6.jul
CHEMBL1972937;;None;310.38;0;mar.59;SID103904703;COc1cccc(C=C2SC(=Nc3ccccc3)NC2=O)c1;Ki;'>';10000.0;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.0
CHEMBL1089101;;None;338.39;0;mar.28;SID103904692;NC(=O)c1cccc2[nH]c(-c3ccc(C4CCCCN4)cc3F)nc12;Ki;'=';1995.26;nM;maj.70;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.jul
CHEMBL52387;(RS)-ROSCOVITINE;None;354.46;0;mar.20;SID103905125;CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1;Ki;'>';10000.0;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.0
CHEMBL256835;;None;368.41;0;mar.63;SID103905255;COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1;Ki;'=';39.81;nM;jul.40;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;7.apr
CHEMBL2004438;;None;423.40;1;maj.54;SID103904371;Nc1c(-c2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ccc2nccnc12;Ki;'>';5011.87;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.mar
CHEMBL1995832;;None;440.45;0;mar.57;SID103904767;COc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc12;Ki;'=';794.33;nM;6.okt;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;6.jan
CHEMBL1991725;;None;479.58;0;apr.45;SID103904474;CN(C)CC(=O)NC(COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12;Ki;'>';10000.0;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.0
CHEMBL1968151;;None;269.29;0;jan.69;SID103904980;O=c1[nH]c2sccc2c2nc(-c3ccncc3)nn12;Ki;'=';6309.57;nM;maj.20;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.feb
CHEMBL2003817;;None;333.27;0;mar.69;SID103904890;O=C(Nc1cnccn1)Nc1ccnc2cc(C(F)(F)F)ccc12;Ki;'=';1995.26;nM;maj.70;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.jul
CHEMBL1825138;;None;450.35;1;5.apr;SID103905247;CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl;Ki;'>';10000.0;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.0
CHEMBL1966279;;None;477.55;0;feb.47;SID103905097;NCCCNS(=O)(=O)c1cccc(C(=O)Nc2ccc(-c3n[nH]c(=O)c4ccccc34)cc2)c1;Ki;'=';1584.89;nM;maj.80;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.avg
CHEMBL2007375;;None;370.33;0;apr.66;SID103904894;CC#Cc1ccc2nccc(NC(=O)Nc3cccc(C(F)(F)F)n3)c2c1;Ki;'>';5011.87;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.mar
CHEMBL1983393;;None;346.37;1;5.jan;SID103904459;O=C(Nc1cccc(F)c1)Nc1cccc(-c2ccc3cn[nH]c3c2)c1;Ki;'=';630.96;nM;jun.20;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;6.feb
CHEMBL1979970;;None;317.30;0;3.apr;SID103905386;CCCC(=O)Nc1n[nH]c2nnc(-c3cccc(F)c3F)cc12;Ki;'>';7943.28;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.jan
CHEMBL1992473;;None;652.73;2;jun.70;SID103904409;CN(C)c1c(NC(=O)c2c(F)cccc2F)cccc1-c1nc2sccn2c1-c1ccnc(Nc2cccc(N3CCOCC3)c2)n1;Ki;'=';1258.93;nM;maj.90;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.sep
CHEMBL1993374;;None;297.82;0;mar.79;SID103904936;CC(C)C(C)Nc1ncc(Cl)c(Nc2nccs2)n1;Ki;'>';5011.87;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.mar
CHEMBL215152;AZD-1152-HQPA;-1.0;507.57;1;mar.50;SID103905345;CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1;Ki;'=';3162.28;nM;maj.50;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.maj
CHEMBL1975357;;None;365.48;1;maj.79;SID103905644;CC(C)(C)OC(=O)n1cc(-c2cncn2C2CCCCC2)c2ccccc21;Ki;'>';10000.0;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.0
CHEMBL2006765;;None;392.39;0;mar.82;SID103904636;CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1;Ki;'=';630.96;nM;jun.20;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;6.feb
CHEMBL1974416;;None;349.34;0;apr.76;SID103904194;O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1cccc(F)c1F;Ki;'=';158.49;nM;jun.80;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;6.avg
CHEMBL1996931;;None;366.85;0;mar.74;SID103904574;O=C(NC(CO)Cc1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1;Ki;'>';10000.0;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.0
CHEMBL1973483;;None;400.28;1;maj.31;SID103904898;O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2cc(C(F)(F)F)ccc12;Ki;'=';3162.28;nM;maj.50;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.maj
CHEMBL1993335;;None;345.18;0;4.feb;SID103904862;Cn1cc(-c2cc3nc(Br)cnc3[nH]2)c2cc(F)ccc21;Ki;'>';5011.87;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.mar
CHEMBL1190711;;None;390.40;0;feb.65;SID103905231;COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC;Ki;'=';100.0;nM;7.00;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;7.0
CHEMBL1983070;;None;345.40;0;apr.70;SID103905399;CCOc1ccccc1-c1cccc(-c2n[nH]c3nc(O)cc(C)c23)c1;Ki;'>';5011.87;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.mar
CHEMBL2001923;;None;675.71;2;jul.94;SID103905427;O=C1Nc2cc(CCOc3ccc(N4CCOCC4)cc3)ccc2Nc2cc(-c3cn(Cc4cc(F)c(F)c(F)c4)c4cnccc34)ccc21;Ki;'>';5011.87;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.mar
CHEMBL1975440;;None;329.36;0;mar.47;SID103904241;NC(=O)c1ccc(Nc2ncnc3[nH]cc(-c4ccccc4)c23)cc1;Ki;'=';39.81;nM;jul.40;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;7.apr
CHEMBL1979933;;None;325.30;0;mar.20;SID103904617;O=C(O)c1ccccc1Nc1ncnc(Nc2cccc(F)c2)n1;Ki;'>';5011.87;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.mar
CHEMBL1987745;;None;321.77;0;apr.71;SID103904720;O=C1Nc2ccccc2Nc2cc(-c3ccncc3Cl)ccc21;Ki;'=';794.33;nM;6.okt;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;6.jan
CHEMBL2002702;;None;238.29;0;3.dec;SID103905112;Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1;Ki;'=';199.53;nM;jun.70;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;6.jul
CHEMBL210887;;None;340.34;0;feb.58;SID103905079;O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1;Ki;'=';199.53;nM;jun.70;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;6.jul
CHEMBL278041;SB-202190;None;331.35;0;apr.65;SID103905584;Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1;Ki;'=';1000.0;nM;6.00;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;6.0
CHEMBL1982563;;None;420.49;0;apr.39;SID103904766;COCC(C)(C)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(C)nccn23)n1;Ki;'=';2511.89;nM;maj.60;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.jun
CHEMBL1973868;;None;222.25;0;3.00;SID103905613;Oc1cnc2ccc(-c3ccncc3)cc2c1;Ki;'=';1000.0;nM;6.00;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;6.0
CHEMBL184847;;None;371.44;0;apr.86;SID103904377;Cc1ccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)cc1C;Ki;'=';3162.28;nM;maj.50;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.maj
CHEMBL1983595;;None;428.88;0;apr.78;SID103904540;O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1cccc(Cl)c1;Ki;'>';5011.87;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.mar
CHEMBL1965660;;None;348.19;0;mar.13;SID103904985;NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc(Cl)cc1Cl;Ki;'=';1584.89;nM;maj.80;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.avg
CHEMBL213207;;None;307.40;0;4.jan;SID103904237;c1cnc2[nH]cc(-c3ccnc(NCC4CCCCC4)n3)c2c1;Ki;'=';19.95;nM;jul.70;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;7.jul
CHEMBL522892;DOVITINIB;3.0;392.44;0;feb.54;SID103904684;CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1;Ki;'=';25.dec;nM;jul.60;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;7.jun
CHEMBL21156;;None;309.34;0;mar.99;SID103905610;CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1;Ki;'>';5011.87;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.mar
CHEMBL2002099;;None;306.37;0;mar.47;SID103905273;N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1;Ki;'=';3981.07;nM;maj.40;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.apr
CHEMBL1968646;;None;262.27;0;mar.34;SID103905512;O=c1oc2ccccc2c2[nH]c(-c3ccccc3)nc12;Ki;'=';5011.87;nM;maj.30;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.mar
CHEMBL1991800;;None;446.53;0;apr.38;SID103904760;CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(CC4CC4)nccn23)n1;Ki;'=';3981.07;nM;maj.40;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.apr
CHEMBL1996649;;None;534.66;2;maj.79;SID103904324;CCN(CC)CCCNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)csc12;Ki;'>';5011.87;nM;;;inactive;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;5.mar
CHEMBL1983534;;None;317.42;0;apr.97;SID103904564;c1ccc(CNc2nc3ccc(-c4ccncc4)cc3s2)cc1;Ki;'=';794.33;nM;6.okt;;active;UO_0000065;;;;;0;CHEMBL1964101;PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAP4K4;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL6166;Mitogen-activated protein kinase kinase kinase kinase 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1201862;7;PubChem BioAssays;;;None;;;;6.jan
